Packet, Sample offset, Latency (ms), [packet_received_bit][packet_created_bit][button_press_mirror_bit]
213, 153, 0.153, 1111 1110 1111 1110 
213, 513, 0.513, 1111 1110 0111 1110 
213, 4096, 4.096, 0000 0000 0000 0000 
213, 6020, 6.02, 1111 1110 1111 1110 
213, 7751, 7.751, 0000 0000 0000 0000 
213, 11847, 11.847, 1111 1110 1111 1110 
213, 24169, 24.169, 0000 0000 0000 0000 
213, 28265, 28.265, 1111 1110 1111 1110 
213, 55377, 55.377, 0000 0000 0000 0000 
213, 59473, 59.473, 1111 1110 1111 1110 
213, 62055, 62.055, 0000 0000 0000 0000 
213, 82535, 82.535, 1111 1110 1111 1110 
213, 84763, 84.763, 0000 0000 0000 0000 
213, 97051, 97.051, 1111 1110 1111 1110 
213, 101749, 101.749, 0000 0000 0000 0000 
214, 0, 0.0, 0111 1110 1111 1110 
214, 1, 0.001, 0000 0001 1000 0001 
214, 36, 0.036, 0000 0001 0000 0001 
214, 142, 0.142, 0111 1110 0111 1110 
214, 975, 0.975, 1111 1110 1111 1110 
214, 1291, 1.291, 0111 1110 0111 1110 
214, 2225, 2.225, 1111 1110 1111 1110 
214, 2457, 2.457, 0111 1110 0111 1110 
214, 3390, 3.39, 0111 1110 1111 1110 
214, 3591, 3.591, 0111 1110 0111 1110 
214, 23494, 23.494, 0000 0000 0000 0000 
214, 35782, 35.782, 0111 1110 0111 1110 
214, 36964, 36.964, 0000 0000 0000 0000 
214, 49252, 49.252, 0111 1110 0111 1110 
214, 51838, 51.838, 0000 0000 0000 0000 
215, 0, 0.0, 1000 0001 0000 0001 
215, 19, 0.019, 1000 0001 1000 0001 
215, 292, 0.292, 1111 1110 1111 1110 
215, 1072, 1.072, 1111 1110 0111 1110 
215, 1308, 1.308, 0000 0000 0000 0000 
215, 9500, 9.5, 1111 1110 1111 1110 
215, 10343, 10.343, 1111 1110 0111 1110 
215, 10611, 10.611, 1111 1110 1111 1110 
215, 13601, 13.601, 0000 0000 0000 0000 
215, 21793, 21.793, 1111 1110 1111 1110 
215, 23940, 23.94, 0000 0000 0000 0000 
215, 28036, 28.036, 1111 1110 1111 1110 
215, 44179, 44.179, 0000 0000 0000 0000 
215, 48275, 48.275, 1111 1110 1111 1110 
215, 49903, 49.903, 0000 0000 0000 0000 
215, 58095, 58.095, 1111 1110 1111 1110 
215, 69285, 69.285, 0111 1110 1111 1110 
215, 69327, 69.327, 1111 1110 1111 1110 
215, 69703, 69.703, 0000 0000 0000 0000 
216, 0, 0.0, 0111 1110 1111 1110 
216, 1, 0.001, 0000 0001 1000 0001 
216, 19, 0.019, 0000 0001 0000 0001 
216, 390, 0.39, 0111 1110 0111 1110 
216, 1686, 1.686, 0111 1110 1111 1110 
216, 2160, 2.16, 0111 1110 0111 1110 
216, 3162, 3.162, 0111 1110 1111 1110 
216, 3510, 3.51, 0111 1110 0111 1110 
216, 8197, 8.197, 1111 1110 0111 1110 
216, 8652, 8.652, 0111 1110 0111 1110 
216, 8905, 8.905, 0000 0000 0000 0000 
217, 0, 0.0, 1111 1110 0111 1110 
217, 1, 0.001, 1000 0001 0000 0001 
217, 20, 0.02, 1000 0001 1000 0001 
217, 178, 0.178, 1111 1110 1111 1110 
217, 826, 0.826, 0111 1110 0111 1110 
217, 1215, 1.215, 1111 1110 0111 1110 
217, 1784, 1.784, 1111 1110 1111 1110 
217, 2640, 2.64, 1111 1110 0111 1110 
217, 3177, 3.177, 1111 1110 1111 1110 
217, 4085, 4.085, 1111 1110 0111 1110 
217, 4097, 4.097, 1000 0001 0000 0001 
217, 4116, 4.116, 1000 0001 1000 0001 
217, 4274, 4.274, 1111 1110 1111 1110 
217, 18680, 18.68, 0000 0000 0000 0000 
217, 22776, 22.776, 1111 1110 1111 1110 
217, 25192, 25.192, 0000 0000 0000 0000 
217, 29288, 29.288, 1111 1110 1111 1110 
217, 29792, 29.792, 0000 0000 0000 0000 
218, 0, 0.0, 0111 1110 1111 1110 
218, 1, 0.001, 0000 0001 1000 0001 
218, 20, 0.02, 0000 0001 0000 0001 
218, 172, 0.172, 0111 1110 0111 1110 
218, 646, 0.646, 0111 1110 1111 1110 
218, 1022, 1.022, 0111 1110 0111 1110 
218, 2054, 2.054, 0111 1110 1111 1110 
218, 2420, 2.42, 0000 0000 0000 0000 
218, 14708, 14.708, 0111 1110 0111 1110 
218, 17716, 17.716, 0000 0000 0000 0000 
218, 21812, 21.812, 0111 1110 0111 1110 
218, 47294, 47.294, 0000 0000 0000 0000 
218, 59582, 59.582, 0111 1110 0111 1110 
218, 59647, 59.647, 0000 0000 0000 0000 
218, 67839, 67.839, 0111 1110 0111 1110 
218, 68708, 68.708, 1111 1110 0111 1110 
218, 71018, 71.018, 0111 1110 0111 1110 
218, 71338, 71.338, 0000 0000 0000 0000 
219, 0, 0.0, 1111 1110 0111 1110 
219, 1, 0.001, 1000 0001 0000 0001 
219, 20, 0.02, 1000 0001 1000 0001 
219, 329, 0.329, 1111 1110 1111 1110 
219, 1113, 1.113, 1111 1110 0111 1110 
219, 1513, 1.513, 1111 1110 1111 1110 
219, 2537, 2.537, 1111 1110 0111 1110 
219, 2744, 2.744, 1111 1110 1111 1110 
219, 3640, 3.64, 1111 1110 0111 1110 
219, 4097, 4.097, 1000 0001 0000 0001 
219, 4116, 4.116, 1000 0001 1000 0001 
219, 4425, 4.425, 1111 1110 1111 1110 
219, 32843, 32.843, 0000 0000 0000 0000 
219, 45131, 45.131, 1111 1110 1111 1110 
219, 47946, 47.946, 0000 0000 0000 0000 
219, 56138, 56.138, 1111 1110 1111 1110 
219, 59656, 59.656, 0000 0000 0000 0000 
220, 0, 0.0, 0111 1110 1111 1110 
220, 1, 0.001, 0000 0001 1000 0001 
220, 20, 0.02, 0000 0001 0000 0001 
220, 650, 0.65, 0111 1110 0111 1110 
220, 1191, 1.191, 1111 1110 1111 1110 
220, 1646, 1.646, 0111 1110 1111 1110 
220, 2039, 2.039, 1111 1110 1111 1110 
220, 2664, 2.664, 0111 1110 1111 1110 
220, 4096, 4.096, 0000 0000 0000 0000 
220, 14996, 14.996, 0111 1110 0111 1110 
220, 21819, 21.819, 0000 0000 0000 0000 
220, 34107, 34.107, 0111 1110 0111 1110 
220, 34736, 34.736, 0000 0000 0000 0000 
220, 55216, 55.216, 0111 1110 0111 1110 
220, 57635, 57.635, 0000 0000 0000 0000 
221, 0, 0.0, 1000 0001 1000 0001 
221, 2335, 2.335, 1111 1110 1111 1110 
221, 2865, 2.865, 1000 0001 1000 0001 
221, 4096, 4.096, 0000 0000 0000 0000 
221, 15410, 15.41, 1111 1110 1111 1110 
221, 53947, 53.947, 0000 0000 0000 0000 
221, 62139, 62.139, 1111 1110 1111 1110 
221, 65982, 65.982, 0000 0000 0000 0000 
222, 0, 0.0, 0111 1110 1111 1110 
222, 1, 0.001, 0000 0001 1000 0001 
222, 19, 0.019, 0000 0001 0000 0001 
222, 196, 0.196, 0111 1110 0111 1110 
222, 756, 0.756, 0111 1110 1111 1110 
222, 1070, 1.07, 0111 1110 0111 1110 
222, 1820, 1.82, 0111 1110 1111 1110 
222, 2260, 2.26, 0000 0000 0000 0000 
222, 6356, 6.356, 0111 1110 0111 1110 
222, 14937, 14.937, 0000 0000 0000 0000 
222, 19033, 19.033, 0111 1110 0111 1110 
222, 24321, 24.321, 0000 0000 0000 0000 
222, 28417, 28.417, 0111 1110 0111 1110 
222, 30328, 30.328, 0000 0000 0000 0000 
222, 59000, 59.0, 0111 1110 0111 1110 
222, 61410, 61.41, 0000 0000 0000 0000 
222, 69602, 69.602, 0111 1110 0111 1110 
222, 74999, 74.999, 0000 0000 0000 0000 
223, 0, 0.0, 1111 1110 0111 1110 
223, 1, 0.001, 1000 0001 0000 0001 
223, 20, 0.02, 1000 0001 1000 0001 
223, 248, 0.248, 1111 1110 1111 1110 
223, 719, 0.719, 1111 1110 0111 1110 
223, 1092, 1.092, 1111 1110 1111 1110 
223, 2185, 2.185, 1111 1110 0111 1110 
223, 2549, 2.549, 1111 1110 1111 1110 
223, 3353, 3.353, 1111 1110 0111 1110 
223, 3765, 3.765, 1111 1110 1111 1110 
223, 10672, 10.672, 0000 0000 0000 0000 
223, 18864, 18.864, 1111 1110 1111 1110 
223, 22803, 22.803, 0000 0000 0000 0000 
223, 26899, 26.899, 1111 1110 1111 1110 
223, 30981, 30.981, 0000 0000 0000 0000 
224, 0, 0.0, 0111 1110 1111 1110 
224, 1, 0.001, 0000 0001 1000 0001 
224, 20, 0.02, 0000 0001 0000 0001 
224, 164, 0.164, 0111 1110 0111 1110 
224, 888, 0.888, 0111 1110 1111 1110 
224, 3605, 3.605, 0000 0000 0000 0000 
224, 7701, 7.701, 0111 1110 0111 1110 
224, 33748, 33.748, 0000 0000 0000 0000 
224, 46036, 46.036, 0111 1110 0111 1110 
224, 48888, 48.888, 0000 0000 0000 0000 
224, 61176, 61.176, 0111 1110 0111 1110 
224, 61432, 61.432, 0000 0000 0000 0000 
224, 86008, 86.008, 0111 1110 0111 1110 
224, 87415, 87.415, 0000 0000 0000 0000 
225, 0, 0.0, 1111 1110 0111 1110 
225, 1, 0.001, 1000 0001 0000 0001 
225, 20, 0.02, 1000 0001 1000 0001 
225, 277, 0.277, 1111 1110 1111 1110 
225, 1072, 1.072, 1111 1110 0111 1110 
225, 1115, 1.115, 0111 1110 0111 1110 
225, 1203, 1.203, 1111 1110 0111 1110 
225, 4096, 4.096, 0000 0000 0000 0000 
226, 0, 0.0, 0111 1110 1111 1110 
226, 1, 0.001, 0000 0001 1000 0001 
226, 20, 0.02, 0000 0001 0000 0001 
226, 218, 0.218, 0111 1110 0111 1110 
226, 1234, 1.234, 0111 1110 1111 1110 
226, 4096, 4.096, 0000 0000 0000 0000 
227, 0, 0.0, 1111 1110 0111 1110 
227, 1, 0.001, 1000 0001 0000 0001 
227, 19, 0.019, 1000 0001 1000 0001 
227, 487, 0.487, 1111 1110 1111 1110 
227, 1054, 1.054, 1111 1110 0111 1110 
227, 1369, 1.369, 1111 1110 1111 1110 
227, 2360, 2.36, 1111 1110 0111 1110 
227, 2363, 2.363, 1111 1110 1111 1110 
227, 2369, 2.369, 1111 1110 0111 1110 
227, 2600, 2.6, 1111 1110 1111 1110 
227, 3328, 3.328, 1111 1110 0111 1110 
227, 3707, 3.707, 1111 1110 1111 1110 
227, 4546, 4.546, 1000 0001 1000 0001 
227, 4583, 4.583, 1111 1110 1111 1110 
227, 7474, 7.474, 0000 0000 0000 0000 
227, 11570, 11.57, 1111 1110 1111 1110 
227, 13573, 13.573, 0000 0000 0000 0000 
227, 17669, 17.669, 1111 1110 1111 1110 
227, 20216, 20.216, 0000 0000 0000 0000 
227, 28408, 28.408, 1111 1110 1111 1110 
227, 29802, 29.802, 0000 0000 0000 0000 
227, 37994, 37.994, 1111 1110 1111 1110 
227, 44039, 44.039, 0000 0000 0000 0000 
227, 48135, 48.135, 1111 1110 1111 1110 
227, 49317, 49.317, 0000 0000 0000 0000 
228, 0, 0.0, 0111 1110 1111 1110 
228, 1, 0.001, 0000 0001 1000 0001 
228, 20, 0.02, 0000 0001 0000 0001 
228, 265, 0.265, 0111 1110 0111 1110 
228, 948, 0.948, 0111 1110 1111 1110 
228, 1596, 1.596, 0111 1110 0111 1110 
228, 2470, 2.47, 0111 1110 1111 1110 
228, 2936, 2.936, 0111 1110 0111 1110 
228, 3927, 3.927, 0111 1110 1111 1110 
228, 4097, 4.097, 0000 0001 1000 0001 
228, 4116, 4.116, 0000 0001 0000 0001 
228, 4296, 4.296, 0111 1110 0111 1110 
228, 8502, 8.502, 0000 0000 0000 0000 
228, 12598, 12.598, 0111 1110 0111 1110 
228, 17123, 17.123, 0000 0000 0000 0000 
228, 21219, 21.219, 0111 1110 0111 1110 
228, 23987, 23.987, 0000 0000 0000 0000 
228, 40371, 40.371, 0111 1110 0111 1110 
228, 43157, 43.157, 0000 0000 0000 0000 
228, 51349, 51.349, 0111 1110 0111 1110 
228, 55029, 55.029, 0000 0000 0000 0000 
229, 0, 0.0, 1111 1110 1111 1110 
229, 550, 0.55, 1000 0001 1000 0001 
229, 3217, 3.217, 1111 1110 1111 1110 
229, 4096, 4.096, 0000 0000 0000 0000 
229, 13143, 13.143, 1111 1110 1111 1110 
229, 14121, 14.121, 1000 0001 1000 0001 
229, 15505, 15.505, 1111 1110 1111 1110 
229, 16640, 16.64, 0000 0000 0000 0000 
229, 20736, 20.736, 1111 1110 1111 1110 
229, 47918, 47.918, 0000 0000 0000 0000 
229, 60206, 60.206, 1111 1110 1111 1110 
229, 61929, 61.929, 0000 0000 0000 0000 
229, 74217, 74.217, 1111 1110 1111 1110 
229, 77883, 77.883, 0000 0000 0000 0000 
230, 0, 0.0, 0111 1110 1111 1110 
230, 1, 0.001, 0000 0001 1000 0001 
230, 19, 0.019, 0000 0001 0000 0001 
230, 176, 0.176, 0111 1110 0111 1110 
230, 595, 0.595, 0111 1110 1111 1110 
230, 964, 0.964, 0000 0000 0000 0000 
230, 9156, 9.156, 0111 1110 0111 1110 
230, 24337, 24.337, 0000 0000 0000 0000 
230, 28433, 28.433, 0111 1110 0111 1110 
230, 38091, 38.091, 0000 0000 0000 0000 
230, 42187, 42.187, 0111 1110 0111 1110 
230, 43931, 43.931, 0000 0000 0000 0000 
230, 64411, 64.411, 0111 1110 0111 1110 
230, 67828, 67.828, 0000 0000 0000 0000 
231, 0, 0.0, 1111 1110 0111 1110 
231, 1, 0.001, 1000 0001 0000 0001 
231, 20, 0.02, 1000 0001 1000 0001 
231, 192, 0.192, 1111 1110 1111 1110 
231, 1003, 1.003, 1111 1110 0111 1110 
231, 1315, 1.315, 1111 1110 1111 1110 
231, 2168, 2.168, 1111 1110 0111 1110 
231, 2575, 2.575, 1111 1110 1111 1110 
231, 3562, 3.562, 1111 1110 0111 1110 
231, 3837, 3.837, 1111 1110 1111 1110 
231, 11495, 11.495, 0000 0000 0000 0000 
231, 15591, 15.591, 1111 1110 1111 1110 
231, 30900, 30.9, 0000 0000 0000 0000 
231, 43188, 43.188, 1111 1110 1111 1110 
231, 55282, 55.282, 0000 0000 0000 0000 
232, 0, 0.0, 0111 1110 1111 1110 
232, 1, 0.001, 0000 0001 1000 0001 
232, 20, 0.02, 0000 0001 0000 0001 
232, 478, 0.478, 0111 1110 0111 1110 
232, 919, 0.919, 0111 1110 1111 1110 
232, 1291, 1.291, 0000 0000 0000 0000 
232, 13579, 13.579, 0111 1110 0111 1110 
232, 14179, 14.179, 0000 0000 0000 0000 
232, 18275, 18.275, 0111 1110 0111 1110 
232, 20984, 20.984, 0000 0000 0000 0000 
232, 25080, 25.08, 0111 1110 0111 1110 
232, 27568, 27.568, 0000 0000 0000 0000 
232, 35760, 35.76, 0111 1110 0111 1110 
232, 39962, 39.962, 0000 0000 0000 0000 
232, 48154, 48.154, 0111 1110 0111 1110 
232, 48593, 48.593, 0000 0000 0000 0000 
232, 69073, 69.073, 1111 1110 0111 1110 
232, 71122, 71.122, 0000 0000 0000 0000 
233, 0, 0.0, 1111 1110 0111 1110 
233, 1, 0.001, 1000 0001 0000 0001 
233, 20, 0.02, 1000 0001 1000 0001 
233, 278, 0.278, 1111 1110 1111 1110 
233, 685, 0.685, 1111 1110 0111 1110 
233, 998, 0.998, 1111 1110 1111 1110 
233, 2123, 2.123, 1111 1110 0111 1110 
233, 2548, 2.548, 1111 1110 1111 1110 
233, 3521, 3.521, 1111 1110 0111 1110 
233, 3873, 3.873, 1111 1110 1111 1110 
233, 24304, 24.304, 0000 0000 0000 0000 
233, 28400, 28.4, 1111 1110 1111 1110 
233, 28518, 28.518, 0000 0000 0000 0000 
233, 32614, 32.614, 1111 1110 1111 1110 
233, 34898, 34.898, 0000 0000 0000 0000 
233, 55378, 55.378, 0111 1110 1111 1110 
233, 57875, 57.875, 0000 0000 0000 0000 
234, 0, 0.0, 0111 1110 0111 1110 
234, 4096, 4.096, 0000 0000 0000 0000 
234, 14103, 14.103, 0111 1110 0111 1110 
234, 21825, 21.825, 0000 0000 0000 0000 
234, 25921, 25.921, 0111 1110 0111 1110 
234, 48095, 48.095, 0000 0000 0000 0000 
234, 72671, 72.671, 0111 1110 0111 1110 
234, 73892, 73.892, 0000 0000 0000 0000 
234, 77988, 77.988, 0111 1110 0111 1110 
234, 83734, 83.734, 0000 0000 0000 0000 
234, 87830, 87.83, 0111 1110 0111 1110 
234, 93923, 93.923, 0000 0000 0000 0000 
234, 98019, 98.019, 0111 1110 0111 1110 
234, 98967, 98.967, 1111 1110 0111 1110 
234, 99125, 99.125, 0111 1110 0111 1110 
234, 100579, 100.579, 0000 0000 0000 0000 
235, 0, 0.0, 1111 1110 0111 1110 
235, 1, 0.001, 1000 0001 0000 0001 
235, 20, 0.02, 1000 0001 1000 0001 
235, 214, 0.214, 1111 1110 1111 1110 
235, 882, 0.882, 1111 1110 0111 1110 
235, 1203, 1.203, 1111 1110 1111 1110 
235, 2132, 2.132, 1111 1110 0111 1110 
235, 2376, 2.376, 1111 1110 1111 1110 
235, 3406, 3.406, 1111 1110 0111 1110 
235, 3597, 3.597, 0111 1110 0111 1110 
235, 3611, 3.611, 1111 1110 1111 1110 
235, 22661, 22.661, 0000 0000 0000 0000 
235, 26757, 26.757, 1111 1110 1111 1110 
235, 26939, 26.939, 0000 0000 0000 0000 
235, 31035, 31.035, 1111 1110 1111 1110 
235, 35755, 35.755, 0000 0000 0000 0000 
235, 39851, 39.851, 1111 1110 1111 1110 
235, 42688, 42.688, 0000 0000 0000 0000 
236, 0, 0.0, 0111 1110 1111 1110 
236, 1, 0.001, 0000 0001 1000 0001 
236, 20, 0.02, 0000 0001 0000 0001 
236, 398, 0.398, 0111 1110 0111 1110 
236, 1478, 1.478, 0111 1110 1111 1110 
236, 1933, 1.933, 0111 1110 0111 1110 
236, 3347, 3.347, 0111 1110 1111 1110 
236, 3723, 3.723, 0111 1110 0111 1110 
236, 24035, 24.035, 0000 0000 0000 0000 
236, 28131, 28.131, 0111 1110 0111 1110 
236, 28943, 28.943, 0000 0000 0000 0000 
236, 37135, 37.135, 0111 1110 0111 1110 
236, 40367, 40.367, 0000 0000 0000 0000 
236, 48559, 48.559, 0111 1110 0111 1110 
236, 52146, 52.146, 0000 0000 0000 0000 
237, 0, 0.0, 1111 1110 0111 1110 
237, 1, 0.001, 1000 0001 0000 0001 
237, 20, 0.02, 1000 0001 1000 0001 
237, 223, 0.223, 1111 1110 1111 1110 
237, 3372, 3.372, 1111 1110 0111 1110 
237, 3994, 3.994, 1111 1110 1111 1110 
237, 15230, 15.23, 0000 0000 0000 0000 
237, 19326, 19.326, 1111 1110 1111 1110 
237, 34802, 34.802, 0000 0000 0000 0000 
237, 55282, 55.282, 1111 1110 1111 1110 
237, 58361, 58.361, 0000 0000 0000 0000 
238, 0, 0.0, 0111 1110 1111 1110 
238, 1, 0.001, 0000 0001 1000 0001 
238, 20, 0.02, 0000 0001 0000 0001 
238, 266, 0.266, 0111 1110 0111 1110 
238, 908, 0.908, 0111 1110 1111 1110 
238, 1613, 1.613, 0000 0000 0000 0000 
238, 9805, 9.805, 0111 1110 0111 1110 
238, 12048, 12.048, 0000 0000 0000 0000 
238, 28432, 28.432, 0111 1110 0111 1110 
238, 29526, 29.526, 0000 0000 0000 0000 
238, 45910, 45.91, 0111 1110 0111 1110 
238, 59443, 59.443, 0000 0000 0000 0000 
238, 71731, 71.731, 0111 1110 0111 1110 
238, 74719, 74.719, 0000 0000 0000 0000 
238, 91103, 91.103, 1111 1110 0111 1110 
238, 92316, 92.316, 0000 0000 0000 0000 
239, 0, 0.0, 1111 1110 0111 1110 
239, 1, 0.001, 1000 0001 0000 0001 
239, 20, 0.02, 1000 0001 1000 0001 
239, 299, 0.299, 1111 1110 1111 1110 
239, 758, 0.758, 1111 1110 0111 1110 
239, 1140, 1.14, 1111 1110 1111 1110 
239, 2030, 2.03, 1111 1110 0111 1110 
239, 2382, 2.382, 1111 1110 1111 1110 
239, 3238, 3.238, 1111 1110 0111 1110 
239, 3244, 3.244, 1111 1110 1111 1110 
239, 3257, 3.257, 1111 1110 0111 1110 
239, 3445, 3.445, 1111 1110 1111 1110 
239, 4139, 4.139, 1000 0001 1000 0001 
239, 4395, 4.395, 1111 1110 1111 1110 
239, 16521, 16.521, 0000 0000 0000 0000 
239, 20617, 20.617, 1111 1110 1111 1110 
239, 22307, 22.307, 0000 0000 0000 0000 
239, 26403, 26.403, 1111 1110 1111 1110 
239, 27965, 27.965, 0000 0000 0000 0000 
239, 32061, 32.061, 1111 1110 1111 1110 
239, 33855, 33.855, 0000 0000 0000 0000 
239, 46143, 46.143, 1111 1110 1111 1110 
239, 46573, 46.573, 0000 0000 0000 0000 
240, 0, 0.0, 0111 1110 1111 1110 
240, 1, 0.001, 0000 0001 1000 0001 
240, 20, 0.02, 0000 0001 0000 0001 
240, 710, 0.71, 0111 1110 0111 1110 
240, 1330, 1.33, 0111 1110 1111 1110 
240, 1740, 1.74, 0111 1110 0111 1110 
240, 2664, 2.664, 0111 1110 1111 1110 
240, 3105, 3.105, 0000 0000 0000 0000 
240, 7201, 7.201, 0111 1110 0111 1110 
240, 9616, 9.616, 1111 1110 0111 1110 
240, 9989, 9.989, 0111 1110 0111 1110 
240, 10303, 10.303, 0000 0000 0000 0000 
241, 0, 0.0, 1111 1110 0111 1110 
241, 1, 0.001, 1000 0001 0000 0001 
241, 35, 0.035, 1000 0001 1000 0001 
241, 157, 0.157, 1111 1110 1111 1110 
241, 760, 0.76, 0111 1110 0111 1110 
241, 1273, 1.273, 1111 1110 0111 1110 
241, 2054, 2.054, 1111 1110 1111 1110 
241, 3881, 3.881, 1111 1110 0111 1110 
241, 4097, 4.097, 1000 0001 0000 0001 
241, 4131, 4.131, 1000 0001 1000 0001 
241, 4253, 4.253, 1111 1110 1111 1110 
241, 4357, 4.357, 0000 0000 0000 0000 
241, 8453, 8.453, 1111 1110 1111 1110 
241, 9844, 9.844, 0000 0000 0000 0000 
241, 13940, 13.94, 1111 1110 1111 1110 
241, 25374, 25.374, 0000 0000 0000 0000 
241, 29470, 29.47, 1111 1110 1111 1110 
241, 45448, 45.448, 0000 0000 0000 0000 
242, 0, 0.0, 0111 1110 1111 1110 
242, 1, 0.001, 0000 0001 1000 0001 
242, 20, 0.02, 0000 0001 0000 0001 
242, 386, 0.386, 0111 1110 0111 1110 
242, 1349, 1.349, 0111 1110 1111 1110 
242, 1630, 1.63, 1111 1110 1111 1110 
242, 1869, 1.869, 0111 1110 0111 1110 
242, 2967, 2.967, 1111 1110 1111 1110 
242, 3028, 3.028, 0111 1110 1111 1110 
242, 3423, 3.423, 0111 1110 0111 1110 
242, 19200, 19.2, 0000 0000 0000 0000 
242, 23296, 23.296, 0111 1110 0111 1110 
242, 39897, 39.897, 0000 0000 0000 0000 
242, 43993, 43.993, 0111 1110 0111 1110 
242, 48013, 48.013, 0000 0000 0000 0000 
242, 64397, 64.397, 0111 1110 0111 1110 
242, 65265, 65.265, 0000 0000 0000 0000 
242, 73457, 73.457, 0111 1110 0111 1110 
242, 75660, 75.66, 0000 0000 0000 0000 
243, 0, 0.0, 1111 1110 0111 1110 
243, 1, 0.001, 1000 0001 0000 0001 
243, 20, 0.02, 1000 0001 1000 0001 
243, 192, 0.192, 1111 1110 1111 1110 
243, 641, 0.641, 1111 1110 0111 1110 
243, 970, 0.97, 1111 1110 1111 1110 
243, 1845, 1.845, 1111 1110 0111 1110 
243, 2133, 2.133, 1111 1110 1111 1110 
243, 2973, 2.973, 1111 1110 0111 1110 
243, 3256, 3.256, 1111 1110 1111 1110 
243, 3961, 3.961, 1111 1110 0111 1110 
243, 4097, 4.097, 1000 0001 0000 0001 
243, 4116, 4.116, 1000 0001 1000 0001 
243, 4288, 4.288, 1111 1110 1111 1110 
243, 42536, 42.536, 0000 0000 0000 0000 
243, 67112, 67.112, 1111 1110 1111 1110 
243, 71085, 71.085, 0000 0000 0000 0000 
244, 0, 0.0, 0111 1110 1111 1110 
244, 1, 0.001, 0000 0001 1000 0001 
244, 20, 0.02, 0000 0001 0000 0001 
244, 255, 0.255, 0111 1110 0111 1110 
244, 1189, 1.189, 0111 1110 1111 1110 
244, 4096, 4.096, 0000 0000 0000 0000 
244, 8443, 8.443, 0111 1110 0111 1110 
244, 21173, 21.173, 0000 0000 0000 0000 
244, 25269, 25.269, 0111 1110 0111 1110 
244, 43819, 43.819, 0000 0000 0000 0000 
244, 47915, 47.915, 0111 1110 0111 1110 
244, 49341, 49.341, 0000 0000 0000 0000 
244, 57533, 57.533, 0111 1110 0111 1110 
244, 61213, 61.213, 0000 0000 0000 0000 
245, 0, 0.0, 1111 1110 0111 1110 
245, 1, 0.001, 1000 0001 0000 0001 
245, 20, 0.02, 1000 0001 1000 0001 
245, 186, 0.186, 1111 1110 1111 1110 
245, 581, 0.581, 1111 1110 0111 1110 
245, 907, 0.907, 1111 1110 1111 1110 
245, 1771, 1.771, 1111 1110 0111 1110 
245, 2037, 2.037, 1111 1110 1111 1110 
245, 2891, 2.891, 1111 1110 0111 1110 
245, 3067, 3.067, 1111 1110 1111 1110 
245, 3774, 3.774, 1111 1110 0111 1110 
245, 4097, 4.097, 1000 0001 0000 0001 
245, 4116, 4.116, 1000 0001 1000 0001 
245, 4143, 4.143, 1111 1110 1111 1110 
245, 39864, 39.864, 0000 0000 0000 0000 
245, 52152, 52.152, 1111 1110 1111 1110 
245, 55226, 55.226, 0000 0000 0000 0000 
246, 0, 0.0, 0000 0001 1000 0001 
246, 19, 0.019, 0000 0001 0000 0001 
246, 505, 0.505, 0111 1110 0111 1110 
246, 3034, 3.034, 0111 1110 1111 1110 
246, 4096, 4.096, 0000 0000 0000 0000 
246, 4104, 4.104, 0111 1110 0111 1110 
246, 6971, 6.971, 0000 0000 0000 0000 
246, 11067, 11.067, 0111 1110 0111 1110 
246, 48577, 48.577, 0000 0000 0000 0000 
246, 56769, 56.769, 0111 1110 0111 1110 
246, 57501, 57.501, 0000 0000 0000 0000 
247, 0, 0.0, 1111 1110 0111 1110 
247, 1, 0.001, 1000 0001 0000 0001 
247, 20, 0.02, 1000 0001 1000 0001 
247, 189, 0.189, 1111 1110 1111 1110 
247, 695, 0.695, 1111 1110 0111 1110 
247, 1181, 1.181, 1111 1110 1111 1110 
247, 2255, 2.255, 1111 1110 0111 1110 
247, 2513, 2.513, 1111 1110 1111 1110 
247, 3363, 3.363, 1111 1110 0111 1110 
247, 3659, 3.659, 1111 1110 1111 1110 
247, 32989, 32.989, 0000 0000 0000 0000 
247, 41181, 41.181, 1111 1110 1111 1110 
247, 46803, 46.803, 0000 0000 0000 0000 
247, 63187, 63.187, 1111 1110 1111 1110 
247, 69654, 69.654, 0000 0000 0000 0000 
247, 81942, 81.942, 1111 1110 1111 1110 
247, 84855, 84.855, 0000 0000 0000 0000 
248, 0, 0.0, 0000 0001 1000 0001 
248, 19, 0.019, 0000 0001 0000 0001 
248, 193, 0.193, 0111 1110 0111 1110 
248, 540, 0.54, 0111 1110 1111 1110 
248, 879, 0.879, 0111 1110 0111 1110 
248, 1674, 1.674, 0111 1110 1111 1110 
248, 1959, 1.959, 0111 1110 0111 1110 
248, 2805, 2.805, 0111 1110 1111 1110 
248, 4096, 4.096, 0000 0001 1000 0001 
248, 4115, 4.115, 0000 0001 0000 0001 
248, 4124, 4.124, 0111 1110 0111 1110 
248, 9446, 9.446, 0000 0000 0000 0000 
248, 29926, 29.926, 0111 1110 0111 1110 
248, 31285, 31.285, 0000 0000 0000 0000 
249, 0, 0.0, 1111 1110 0111 1110 
249, 1, 0.001, 1000 0001 0000 0001 
249, 20, 0.02, 1000 0001 1000 0001 
249, 252, 0.252, 1111 1110 1111 1110 
249, 1167, 1.167, 1111 1110 0111 1110 
